state,district,month,monthly_total_load,district_3M_forecast,demand_total_x,mom_growth_x,demand_total_y,mom_growth_y,spike_flag,prev_load,mom_growth,mom_growth_capped,load_category,demand_trend,recommended_action,action_priority,high_risk,risk_reason,alert_message
Uttar Pradesh,Agra,2025-06-01,595,515.0,705.0,0.1595394736842106,595.0,0.1100746268656716,HIGH_SPIKE,536.0,11.01,11.01,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,low center capacity and continuously rising demand trend,District Agra likely to face backlog in 2025-06-01 due to low center capacity and continuously rising demand trend.
Uttar Pradesh,Agra,2025-08-01,684,539.3333333333334,705.0,0.1595394736842106,684.0,1.0176991150442478,HIGH_SPIKE,339.0,101.77,101.77,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,101.77% increase in demand and low center capacity and continuously rising demand trend,District Agra likely to face backlog in 2025-08-01 due to 101.77% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Agra,2025-10-01,950,784.6666666666666,705.0,0.1595394736842106,950.0,0.3194444444444444,HIGH_SPIKE,720.0,31.94,31.94,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,31.94% increase in demand and continuously rising demand trend,District Agra likely to face backlog in 2025-10-01 due to 31.94% increase in demand and continuously rising demand trend.
Uttar Pradesh,Agra,2025-12-01,705,754.3333333333334,705.0,0.1595394736842106,705.0,0.1595394736842106,HIGH_SPIKE,608.0,15.95,15.95,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Agra likely to face backlog in 2025-12-01 due to continuously rising demand trend.
Gujarat,Ahmadabad,2025-06-01,31,26.0,50.0,0.0869565217391303,31.0,0.3478260869565217,HIGH_SPIKE,23.0,34.78,34.78,Low,Increasing,No immediate action required,Low,True,34.78% increase in demand and low center capacity and continuously rising demand trend,District Ahmadabad likely to face backlog in 2025-06-01 due to 34.78% increase in demand and low center capacity and continuously rising demand trend.
Maharashtra,Ahmadnagar,2025-02-01,687,,370.0,-0.097560975609756,687.0,0.7348484848484849,HIGH_SPIKE,396.0,73.48,73.48,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,73.48% increase in demand and continuously rising demand trend,District Ahmadnagar likely to face backlog in 2025-02-01 due to 73.48% increase in demand and continuously rising demand trend.
Maharashtra,Ahmadnagar,2025-08-01,462,280.3333333333333,370.0,-0.097560975609756,462.0,1.834355828220859,HIGH_SPIKE,163.0,183.44,183.44,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,183.44% increase in demand and continuously rising demand trend,District Ahmadnagar likely to face backlog in 2025-08-01 due to 183.44% increase in demand and continuously rising demand trend.
Maharashtra,Ahmadnagar,2025-09-01,559,394.6666666666667,370.0,-0.097560975609756,559.0,0.2099567099567099,HIGH_SPIKE,462.0,21.0,21.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,21.0% increase in demand and continuously rising demand trend,District Ahmadnagar likely to face backlog in 2025-09-01 due to 21.0% increase in demand and continuously rising demand trend.
Gujarat,Ahmedabad,2025-06-01,489,419.0,787.0,-0.0050568900126422,489.0,0.3074866310160427,HIGH_SPIKE,374.0,30.75,30.75,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,30.75% increase in demand and low center capacity and continuously rising demand trend,District Ahmedabad likely to face backlog in 2025-06-01 due to 30.75% increase in demand and low center capacity and continuously rising demand trend.
Gujarat,Ahmedabad,2025-08-01,891,537.0,787.0,-0.0050568900126422,891.0,2.857142857142857,HIGH_SPIKE,231.0,285.71,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,285.71% increase in demand and continuously rising demand trend,District Ahmedabad likely to face backlog in 2025-08-01 due to 285.71% increase in demand and continuously rising demand trend.
Mizoram,Aizawl,2025-08-01,35,25.666666666666668,43.0,0.9545454545454546,35.0,1.9166666666666663,HIGH_SPIKE,12.0,191.67,191.67,Low,Increasing,No immediate action required,Low,True,191.67% increase in demand and low center capacity and continuously rising demand trend,District Aizawl likely to face backlog in 2025-08-01 due to 191.67% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Ajmer,2025-05-01,312,268.3333333333333,529.0,0.2839805825242718,312.0,0.7931034482758621,HIGH_SPIKE,174.0,79.31,79.31,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,79.31% increase in demand and low center capacity and continuously rising demand trend,District Ajmer likely to face backlog in 2025-05-01 due to 79.31% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Ajmer,2025-08-01,409,308.0,529.0,0.2839805825242718,409.0,0.9951219512195122,HIGH_SPIKE,205.0,99.51,99.51,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,99.51% increase in demand and low center capacity and continuously rising demand trend,District Ajmer likely to face backlog in 2025-08-01 due to 99.51% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Ajmer,2025-09-01,481,365.0,529.0,0.2839805825242718,481.0,0.1760391198044009,HIGH_SPIKE,409.0,17.6,17.6,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,low center capacity and continuously rising demand trend,District Ajmer likely to face backlog in 2025-09-01 due to low center capacity and continuously rising demand trend.
Rajasthan,Ajmer,2025-10-01,633,507.6666666666667,529.0,0.2839805825242718,633.0,0.316008316008316,HIGH_SPIKE,481.0,31.6,31.6,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,31.6% increase in demand and continuously rising demand trend,District Ajmer likely to face backlog in 2025-10-01 due to 31.6% increase in demand and continuously rising demand trend.
Rajasthan,Ajmer,2025-12-01,529,524.6666666666666,529.0,0.2839805825242718,529.0,0.2839805825242718,HIGH_SPIKE,412.0,28.4,28.4,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,28.4% increase in demand and continuously rising demand trend,District Ajmer likely to face backlog in 2025-12-01 due to 28.4% increase in demand and continuously rising demand trend.
Maharashtra,Akola,2025-07-01,76,68.33333333333333,170.0,-0.0058479532163743,76.0,0.5510204081632653,HIGH_SPIKE,49.0,55.1,55.1,Low,Increasing,No immediate action required,Low,True,55.1% increase in demand and low center capacity and continuously rising demand trend,District Akola likely to face backlog in 2025-07-01 due to 55.1% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Aligarh,2025-05-01,404,365.0,552.0,0.5681818181818181,404.0,0.3116883116883118,HIGH_SPIKE,308.0,31.17,31.17,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,31.17% increase in demand and low center capacity and continuously rising demand trend,District Aligarh likely to face backlog in 2025-05-01 due to 31.17% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Aligarh,2025-06-01,548,420.0,552.0,0.5681818181818181,548.0,0.3564356435643565,HIGH_SPIKE,404.0,35.64,35.64,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,35.64% increase in demand and low center capacity and continuously rising demand trend,District Aligarh likely to face backlog in 2025-06-01 due to 35.64% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Aligarh,2025-08-01,421,400.3333333333333,552.0,0.5681818181818181,421.0,0.8146551724137931,HIGH_SPIKE,232.0,81.47,81.47,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,81.47% increase in demand and low center capacity and continuously rising demand trend,District Aligarh likely to face backlog in 2025-08-01 due to 81.47% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Aligarh,2025-09-01,698,450.3333333333333,552.0,0.5681818181818181,698.0,0.6579572446555819,HIGH_SPIKE,421.0,65.8,65.8,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,65.8% increase in demand and continuously rising demand trend,District Aligarh likely to face backlog in 2025-09-01 due to 65.8% increase in demand and continuously rising demand trend.
Uttar Pradesh,Aligarh,2025-12-01,552,514.6666666666666,552.0,0.5681818181818181,552.0,0.5681818181818181,HIGH_SPIKE,352.0,56.82,56.82,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,56.82% increase in demand and continuously rising demand trend,District Aligarh likely to face backlog in 2025-12-01 due to 56.82% increase in demand and continuously rising demand trend.
West Bengal,Alipurduar,2025-05-01,31,29.33333333333333,55.0,0.5277777777777777,31.0,0.631578947368421,HIGH_SPIKE,19.0,63.16,63.16,Low,Increasing,No immediate action required,Low,True,63.16% increase in demand and low center capacity and continuously rising demand trend,District Alipurduar likely to face backlog in 2025-05-01 due to 63.16% increase in demand and low center capacity and continuously rising demand trend.
West Bengal,Alipurduar,2025-06-01,40,30.0,55.0,0.5277777777777777,40.0,0.2903225806451612,HIGH_SPIKE,31.0,29.03,29.03,Low,Increasing,No immediate action required,Low,True,29.03% increase in demand and low center capacity and continuously rising demand trend,District Alipurduar likely to face backlog in 2025-06-01 due to 29.03% increase in demand and low center capacity and continuously rising demand trend.
West Bengal,Alipurduar,2025-08-01,46,35.0,55.0,0.5277777777777777,46.0,1.4210526315789471,HIGH_SPIKE,19.0,142.11,142.11,Low,Increasing,No immediate action required,Low,True,142.11% increase in demand and low center capacity and continuously rising demand trend,District Alipurduar likely to face backlog in 2025-08-01 due to 142.11% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Allahabad,2025-02-01,821,,589.0,0.2693965517241379,821.0,0.8532731376975169,HIGH_SPIKE,443.0,85.33,85.33,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,85.33% increase in demand and continuously rising demand trend,District Allahabad likely to face backlog in 2025-02-01 due to 85.33% increase in demand and continuously rising demand trend.
Uttar Pradesh,Allahabad,2025-05-01,576,485.0,589.0,0.2693965517241379,576.0,0.7041420118343196,HIGH_SPIKE,338.0,70.41,70.41,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,70.41% increase in demand and low center capacity and continuously rising demand trend,District Allahabad likely to face backlog in 2025-05-01 due to 70.41% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Allahabad,2025-08-01,504,425.0,589.0,0.2693965517241379,504.0,0.7379310344827585,HIGH_SPIKE,290.0,73.79,73.79,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,73.79% increase in demand and low center capacity and continuously rising demand trend,District Allahabad likely to face backlog in 2025-08-01 due to 73.79% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Allahabad,2025-09-01,644,479.3333333333333,589.0,0.2693965517241379,644.0,0.2777777777777777,HIGH_SPIKE,504.0,27.78,27.78,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,27.78% increase in demand and continuously rising demand trend,District Allahabad likely to face backlog in 2025-09-01 due to 27.78% increase in demand and continuously rising demand trend.
Uttar Pradesh,Allahabad,2025-10-01,763,637.0,589.0,0.2693965517241379,763.0,0.1847826086956521,HIGH_SPIKE,644.0,18.48,18.48,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Allahabad likely to face backlog in 2025-10-01 due to continuously rising demand trend.
Uttar Pradesh,Allahabad,2025-12-01,589,605.3333333333334,589.0,0.2693965517241379,589.0,0.2693965517241379,HIGH_SPIKE,464.0,26.94,26.94,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,26.94% increase in demand and continuously rising demand trend,District Allahabad likely to face backlog in 2025-12-01 due to 26.94% increase in demand and continuously rising demand trend.
Andhra Pradesh,Alluri Sitharama Raju,2025-02-01,43,,50.0,0.0869565217391303,43.0,1.15,HIGH_SPIKE,20.0,115.0,115.0,Low,Increasing,No immediate action required,Low,True,115.0% increase in demand and low center capacity and continuously rising demand trend,District Alluri Sitharama Raju likely to face backlog in 2025-02-01 due to 115.0% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Alwar,2025-05-01,684,636.0,720.0,0.1650485436893203,684.0,0.2170818505338079,HIGH_SPIKE,562.0,21.71,21.71,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,21.71% increase in demand and low center capacity and continuously rising demand trend,District Alwar likely to face backlog in 2025-05-01 due to 21.71% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Alwar,2025-06-01,765,670.3333333333334,720.0,0.1650485436893203,765.0,0.1184210526315789,HIGH_SPIKE,684.0,11.84,11.84,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Alwar likely to face backlog in 2025-06-01 due to continuously rising demand trend.
Rajasthan,Alwar,2025-08-01,903,664.0,720.0,0.1650485436893203,903.0,1.7870370370370372,HIGH_SPIKE,324.0,178.7,178.7,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,178.7% increase in demand and continuously rising demand trend,District Alwar likely to face backlog in 2025-08-01 due to 178.7% increase in demand and continuously rising demand trend.
Rajasthan,Alwar,2025-10-01,949,876.6666666666666,720.0,0.1650485436893203,949.0,0.2197943444730077,HIGH_SPIKE,778.0,21.98,21.98,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,21.98% increase in demand and continuously rising demand trend,District Alwar likely to face backlog in 2025-10-01 due to 21.98% increase in demand and continuously rising demand trend.
Rajasthan,Alwar,2025-12-01,720,762.3333333333334,720.0,0.1650485436893203,720.0,0.1650485436893203,HIGH_SPIKE,618.0,16.5,16.5,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Alwar likely to face backlog in 2025-12-01 due to continuously rising demand trend.
Haryana,Ambala,2025-05-01,100,55.0,103.0,-0.0462962962962962,100.0,4.555555555555555,HIGH_SPIKE,18.0,455.56,200.0,Low,Increasing,No immediate action required,Low,True,455.56% increase in demand and low center capacity and continuously rising demand trend,District Ambala likely to face backlog in 2025-05-01 due to 455.56% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Ambedkar Nagar,2025-05-01,252,266.3333333333333,297.0,0.0033783783783782,252.0,0.2791878172588833,HIGH_SPIKE,197.0,27.92,27.92,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,27.92% increase in demand and low center capacity and continuously rising demand trend,District Ambedkar Nagar likely to face backlog in 2025-05-01 due to 27.92% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Ambedkar Nagar,2025-08-01,320,233.0,297.0,0.0033783783783782,320.0,1.6446280991735538,HIGH_SPIKE,121.0,164.46,164.46,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,164.46% increase in demand and continuously rising demand trend,District Ambedkar Nagar likely to face backlog in 2025-08-01 due to 164.46% increase in demand and continuously rising demand trend.
Uttar Pradesh,Ambedkar Nagar,2025-09-01,356,265.6666666666667,297.0,0.0033783783783782,356.0,0.1125,HIGH_SPIKE,320.0,11.25,11.25,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Ambedkar Nagar likely to face backlog in 2025-09-01 due to continuously rising demand trend.
Uttar Pradesh,Ambedkar Nagar,2025-10-01,392,356.0,297.0,0.0033783783783782,392.0,0.101123595505618,HIGH_SPIKE,356.0,10.11,10.11,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Ambedkar Nagar likely to face backlog in 2025-10-01 due to continuously rising demand trend.
Uttar Pradesh,Amethi,2025-02-01,412,,356.0,0.4833333333333334,412.0,0.6885245901639345,HIGH_SPIKE,244.0,68.85,68.85,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,68.85% increase in demand and continuously rising demand trend,District Amethi likely to face backlog in 2025-02-01 due to 68.85% increase in demand and continuously rising demand trend.
Uttar Pradesh,Amethi,2025-06-01,240,209.0,356.0,0.4833333333333334,240.0,0.348314606741573,HIGH_SPIKE,178.0,34.83,34.83,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,34.83% increase in demand and low center capacity and continuously rising demand trend,District Amethi likely to face backlog in 2025-06-01 due to 34.83% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Amethi,2025-08-01,304,221.0,356.0,0.4833333333333334,304.0,1.5546218487394956,HIGH_SPIKE,119.0,155.46,155.46,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,155.46% increase in demand and low center capacity and continuously rising demand trend,District Amethi likely to face backlog in 2025-08-01 due to 155.46% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Amethi,2025-09-01,364,262.3333333333333,356.0,0.4833333333333334,364.0,0.1973684210526316,HIGH_SPIKE,304.0,19.74,19.74,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Amethi likely to face backlog in 2025-09-01 due to continuously rising demand trend.
Uttar Pradesh,Amethi,2025-12-01,356,329.6666666666667,356.0,0.4833333333333334,356.0,0.4833333333333334,HIGH_SPIKE,240.0,48.33,48.33,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,48.33% increase in demand and continuously rising demand trend,District Amethi likely to face backlog in 2025-12-01 due to 48.33% increase in demand and continuously rising demand trend.
Maharashtra,Amravati,2025-08-01,267,141.33333333333334,220.0,-0.1056910569105691,267.0,2.6575342465753424,HIGH_SPIKE,73.0,265.75,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,265.75% increase in demand and continuously rising demand trend,District Amravati likely to face backlog in 2025-08-01 due to 265.75% increase in demand and continuously rising demand trend.
Gujarat,Amreli,2025-06-01,89,64.0,142.0,0.0518518518518518,89.0,1.9666666666666668,HIGH_SPIKE,30.0,196.67,196.67,Low,Increasing,No immediate action required,Low,True,196.67% increase in demand and low center capacity and continuously rising demand trend,District Amreli likely to face backlog in 2025-06-01 due to 196.67% increase in demand and low center capacity and continuously rising demand trend.
Gujarat,Amreli,2025-08-01,131,89.0,142.0,0.0518518518518518,131.0,1.7872340425531914,HIGH_SPIKE,47.0,178.72,178.72,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,178.72% increase in demand and low center capacity and continuously rising demand trend,District Amreli likely to face backlog in 2025-08-01 due to 178.72% increase in demand and low center capacity and continuously rising demand trend.
Punjab,Amritsar,2025-05-01,277,160.66666666666666,194.0,-0.0976744186046512,277.0,2.010869565217391,HIGH_SPIKE,92.0,201.09,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,201.09% increase in demand and continuously rising demand trend,District Amritsar likely to face backlog in 2025-05-01 due to 201.09% increase in demand and continuously rising demand trend.
Punjab,Amritsar,2025-08-01,265,186.0,194.0,-0.0976744186046512,265.0,3.344262295081968,HIGH_SPIKE,61.0,334.43,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,334.43% increase in demand and continuously rising demand trend,District Amritsar likely to face backlog in 2025-08-01 due to 334.43% increase in demand and continuously rising demand trend.
Punjab,Amritsar,2025-09-01,321,215.66666666666663,194.0,-0.0976744186046512,321.0,0.211320754716981,HIGH_SPIKE,265.0,21.13,21.13,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,21.13% increase in demand and continuously rising demand trend,District Amritsar likely to face backlog in 2025-09-01 due to 21.13% increase in demand and continuously rising demand trend.
Uttar Pradesh,Amroha,2025-05-01,213,216.0,216.0,-0.0847457627118644,213.0,0.2529411764705882,HIGH_SPIKE,170.0,25.29,25.29,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,25.29% increase in demand and low center capacity and continuously rising demand trend,District Amroha likely to face backlog in 2025-05-01 due to 25.29% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Amroha,2025-08-01,302,219.3333333333333,216.0,-0.0847457627118644,302.0,1.111888111888112,HIGH_SPIKE,143.0,111.19,111.19,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,111.19% increase in demand and continuously rising demand trend,District Amroha likely to face backlog in 2025-08-01 due to 111.19% increase in demand and continuously rising demand trend.
Uttar Pradesh,Amroha,2025-10-01,428,324.6666666666667,216.0,-0.0847457627118644,428.0,0.7540983606557377,HIGH_SPIKE,244.0,75.41,75.41,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,75.41% increase in demand and continuously rising demand trend,District Amroha likely to face backlog in 2025-10-01 due to 75.41% increase in demand and continuously rising demand trend.
Gujarat,Anand,2025-06-01,96,74.66666666666667,231.0,0.0896226415094338,96.0,0.5483870967741935,HIGH_SPIKE,62.0,54.84,54.84,Low,Increasing,No immediate action required,Low,True,54.84% increase in demand and low center capacity and continuously rising demand trend,District Anand likely to face backlog in 2025-06-01 due to 54.84% increase in demand and low center capacity and continuously rising demand trend.
Gujarat,Anand,2025-08-01,223,120.66666666666669,231.0,0.0896226415094338,223.0,4.186046511627907,HIGH_SPIKE,43.0,418.6,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,418.6% increase in demand and low center capacity and continuously rising demand trend,District Anand likely to face backlog in 2025-08-01 due to 418.6% increase in demand and low center capacity and continuously rising demand trend.
Andhra Pradesh,Anantapur,2025-05-01,147,140.33333333333334,155.0,-0.0828402366863905,147.0,0.75,HIGH_SPIKE,84.0,75.0,75.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,75.0% increase in demand and low center capacity and continuously rising demand trend,District Anantapur likely to face backlog in 2025-05-01 due to 75.0% increase in demand and low center capacity and continuously rising demand trend.
Andhra Pradesh,Ananthapur,2025-05-01,62,47.66666666666666,73.0,0.3518518518518518,62.0,1.2962962962962965,HIGH_SPIKE,27.0,129.63,129.63,Low,Increasing,No immediate action required,Low,True,129.63% increase in demand and low center capacity and continuously rising demand trend,District Ananthapur likely to face backlog in 2025-05-01 due to 129.63% increase in demand and low center capacity and continuously rising demand trend.
Andhra Pradesh,Ananthapur,2025-08-01,69,60.333333333333336,73.0,0.3518518518518518,69.0,0.8157894736842106,HIGH_SPIKE,38.0,81.58,81.58,Low,Increasing,No immediate action required,Low,True,81.58% increase in demand and low center capacity and continuously rising demand trend,District Ananthapur likely to face backlog in 2025-08-01 due to 81.58% increase in demand and low center capacity and continuously rising demand trend.
